slug,id,display_name,baseline_version,new_version,functional_class,source_support,source_refs,summary_review,purpose_review,problem_review,mechanism_review,procedure_review,trigger_review,os_fit_review,task_mapping_review,interaction_review,example_review,test_review,metadata_review,provenance_review,semantic_specificity,final_status,version_reason,notes
epistemic-status-gating,JAN26-05,Epistemic Status Gating,1.0.0,1.1.0,truth-grounding;validation,strongly-derivable,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — C. JANUARY 5, 2026 TRAINING / SCAFFOLDING UPGRADEABLES (exact_name_recovery); OS_Upgradeables_Historical_Recovery_Inventory.md — 5. January 5, 2026 — training/scaffolding Upgradeables snapshot (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 6.2 T3 structured reasoning-state representation (historical_assistant_artifact)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The exact scaffold name is recovered; its procedure is normalized from the recovered Lf/Le/Lp/Lh and explicit T3 reasoning-state architecture.
explanation-minimality-scaffold,JAN26-08,Explanation Minimality Scaffold,1.0.0,1.1.0,output,modern-operationalization,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — C. JANUARY 5, 2026 TRAINING / SCAFFOLDING UPGRADEABLES (exact-name-only); OS_Upgradeables_Historical_Recovery_Inventory.md — 5. January 5, 2026 — training/scaffolding Upgradeables snapshot (exact-name-only); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 9. BOUNDED EXIT — DEEPER HISTORICAL USE (recovered-adjacent-diminishing-return-principle)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The exact name is recovered without a definition. This retained package is explicitly documented as a modern operationalization supported by adjacent recovered minimal-cost and pedagogical principles.
external-state-automation,T2-20,External State Automation,1.0.0,1.1.0,state;persistence,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-20. External State Automation (current_consolidated_catalog),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Historical identity, purpose, and core behavior are recovered; v0.2 states the mechanism explicitly without claiming hidden capabilities."
fail-closed-abstention,T3-11,Fail-Closed Abstention,1.0.0,1.1.0,truth-grounding;validation;output,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-11. Fail-Closed Tier-3 Abstention (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 8.12 Historical global collapse rule (historical_operating_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The stop-or-narrow behavior and supported-subset rule are directly recovered.
fermionic-veto,T3-09,Fermionic Veto Strengthening,1.0.0,1.1.0,validation;meta-control,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-09. Fermionic Veto Strengthening (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — T3-09. Fermionic Veto Strengthening (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 11.4 Variables / Criteria / MCDM (recovered_operating_detail),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The recovered metaphor is explicitly bounded to a logical veto mechanism and not presented as physical reasoning.
forethought-checkpoints,T2-17,Forethought / Checkpoints,1.0.0,1.1.0,planning-reasoning;validation,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-17. Forethought / Checkpoints (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 1. Canonical current consolidated inventory (recovered-name-and-id),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The catalog recovers the anticipate → verify prerequisite → commit → check result sequence.
future-proof-mode-selector,T4-17,Future-Proof Mode Selector,1.0.0,1.1.0,meta-control;orchestration,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-17. Future-Proof Mode Selector (FPMS) (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 16. COPILOT / DOCUMENT-BASED IMPLEMENTATION CONSTRAINTS (recovered-host-environment-context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The exact selector purpose is recovered. Capability probing and explicit profiles operationalize recovered host-environment constraints without claiming hidden host features.
grounding-no-invention,T1-04,Grounding / No-Invention,1.0.0,1.1.0,truth-grounding;validation,sufficiently-recovered,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T1-04. Grounding / No-Invention (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — 2. November 28, 2025 — frozen T1-Core Bundle v1 (related_historical_truth_controls); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 12.5 Retrofitted no-inference intake behavior (direct_user_domain_use)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Purpose, missing-field behavior, supported-subset behavior, and fail-closed boundary are directly recovered across the sources."
hybrid-mode,T4-08,HYBRID Mode,1.0.0,1.1.0,meta-control;orchestration,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-08. HYBRID Mode (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The historical catalog explicitly describes POWER for planning, SAFE for execution, supervisor-controlled transitions, and HYBRID as the accepted default philosophy."
image-text-fidelity-capture,T2-14A,Image Text Fidelity Capture,1.0.0,1.1.0,context-retrieval;truth-grounding,sufficiently-recovered,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-14. ITFC — Historical Acronym Collision (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — 7. ABF, ITFC, OCG, ECL — corrections and collisions (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 17. VERBATIM-COPY / FIDELITY WORKFLOW — EXAMPLE OF UPGRADEABLE COMPOSITION (historical_assistant_artifact)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The capture/no-inference purpose is directly recovered. The region-based procedure is an explicit operational normalization consistent with the fidelity workflow.
invariance-stress-scaffold,JAN26-09,Invariance Stress Scaffold,1.0.0,1.1.0,validation;editing-repair,source-gap,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — C. JANUARY 5, 2026 TRAINING / SCAFFOLDING UPGRADEABLES (exact_name_only); OS_Upgradeables_Historical_Recovery_Inventory.md — Invariance Stress Scaffold (exact_name_only); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 20. RECOVERY GAPS AFTER DEEP PASS 2.0 (explicit_source_gap)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,BLOCKED_BY_SOURCE_GAP,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The exact name is recovered, but original mechanism, triggers, and boundaries are not; the profile supplies an honest modern operationalization only."
meta-awareness,T4-02,Meta-Awareness Pack,1.0.0,1.1.0,meta-control;validation,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-02. Meta-Awareness Pack (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The source clearly limits this pack to task-process monitoring and explicitly forbids identity or consciousness narratives.
meta-stability,T4-15,Meta-Stability Mode,1.0.0,1.1.0,meta-control;state,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-15. Meta-Stability Mode (MSM) (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 6.1 SMSE — Sequential Memory State Engine (recovered-adjacent-state-stability-mechanism),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The trigger conditions are directly recovered. The checkpoint procedure is a conservative normalization grounded in the recovered explicit-state architecture.
meta-supervisor,T4-01,Meta-Supervisor Bundle,1.0.0,1.1.0,meta-control;orchestration;validation,strongly-derivable,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-01. Meta-Supervisor Bundle (recovered-role-and-subpacks); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-family-inventory),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The role and three known subpacks are directly recovered; the bounded routing lifecycle is a conservative operationalization of that bundle.
micro-repair,T2-04,Micro-Repair,1.0.0,1.1.0,editing-repair,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-04. Micro-Repair (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 1. Canonical current consolidated inventory (recovered-name-and-id),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The source explicitly establishes smallest-unit correction, preservation of correct surroundings, and preference over regenerative rewriting."
micro-scaffolding,T1-01,Micro-Scaffolding,1.0.0,1.1.0,planning-reasoning;state,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T1-01. Micro-Scaffolding (current_consolidated_catalog); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 10.5 Section / paragraph micro-scaffolding (historical_assistant_artifact); OS_Upgradeables_Historical_Recovery_Inventory.md — January 5 scaffolding classification (historical_recovery_inventory),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Direct catalog behavior and the recovered Paper-Author paragraph workflow support the compact, task-local, retire-after-use mechanism."
mode-lock-in,T1-05,Mode Lock-In,1.0.0,1.1.0,state;drift-control,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T1-04. Mode Lock-In (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — Mode Lock-In inventory entry (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Mode stability guards (architectural_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",Recovered as an early Tier-1 control; later stability-guard material reinforces explicit invariants and controlled transitions.
model-size-drift-scaling,T4-18,Drift-Stability Scaling with Model Size,1.0.0,1.1.0,meta-control;drift-control,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-18. Drift-Stability Scaling with Model Size (DSS-MS) (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 16. COPILOT / DOCUMENT-BASED IMPLEMENTATION CONSTRAINTS (recovered-host-implementation-caution),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The source directly recovers less unnecessary scaffolding as model reliability grows and mandatory preservation of integrity controls.
multi-layer-consistency,T2-05,Multi-Layer Consistency,1.0.0,1.1.0,validation;orchestration,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-05. Multi-Layer Consistency (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — T2-05. Multi-Layer Consistency (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 8.6 HQMS — Hierarchical QMS (recovered_operating_detail),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The recovered multi-level function is normalized using the deep HQMS atom/paragraph/section/global encoding.
multi-truth-gating,T3-01,Multi-Truth Gating,1.0.0,1.1.0,truth-grounding;validation,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-01. Multi-Truth Gating (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 8.12 Historical global collapse rule (historical_operating_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The two-anchor comparison, disagreement resolution, and abstention behavior are directly recovered."
multiverse-reasoning,A-01,Multiverse Engine,1.0.0,1.1.0,planning-reasoning,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — A-01. Multiverse Engine (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 11. Advanced architecture Upgradeables retained (recovered-architecture-membership); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 10.4 Multiverse / plan generation (deep-recovered-workflow),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Both core catalog behavior and Paper-Author use are recovered: 2–3 meaningfully distinct plans, common quality dimensions, controlled commitment, and bounded collapse."
neuro-focus,A-09,Neuro-Focus,1.0.0,1.1.0,context-retrieval;planning-reasoning,strongly-derivable,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — A-09. Neuro-Focus (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — Advanced architecture Upgradeables retained (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — T2-040 — Attention Corridor Narrowing (historical_assistant_artifact),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The catalog directly recovers purpose, task uses, and Anti-Tunnel Vision pairing. The detailed ranking/checkpoint procedure is a labeled normalization supported by the recovered Attention Corridor Narrowing family."
non-authoritative-branch-suppression,JAN26-14,Non-Authoritative Branch Suppression,1.0.0,1.1.0,drift-control;orchestration,source-gap,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Non-Authoritative Branch Suppression residual listing (name_only_recovery); OS_Upgradeables_Historical_Recovery_Inventory.md — Non-Authoritative Branch Suppression inventory entry (historical_name_only); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Authority hierarchy, shared state, and branch isolation (related_architectural_context)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,BLOCKED_BY_SOURCE_GAP,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The label survives without a recovered original procedure. The profile therefore offers a provisional authority-gating design and explicitly protects contrary evidence.
parallel-qms,PQ-00,Parallel Quality Management System,1.0.0,1.1.0,validation;orchestration,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — PART VII. PARALLEL-QMS FAMILY (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — 9. Parallel-QMS recovered family (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 8. PARALLEL-QMS — DEEP HISTORICAL OPERATING DETAILS (deep_historical_operating_detail),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","All fifteen recovered modes remain semantically distinct; modern packaging into one parent profile is labeled normalized-from-recovered, and dQMS/mQMS overclaims are explicitly prohibited."
pedagogical-alignment,T3-16,Pedagogical Alignment Constraint,1.0.0,1.1.0,output;framing-intake,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-16. Pedagogical Alignment Constraint (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (recovered-paper-author-module); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 19.1 Evidence-grounded authoring (recovered-historical-use),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The recovered catalog requires matching explanation complexity to the reader while preserving accuracy and using appropriate structure and examples.
phase-locked-reasoning-scaffold,JAN26-01,Phase-Locked Reasoning Scaffold,1.0.0,1.1.0,planning-reasoning;state,strongly-derivable,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — C. JANUARY 5, 2026 TRAINING / SCAFFOLDING UPGRADEABLES (exact-name-only); OS_Upgradeables_Historical_Recovery_Inventory.md — 5. January 5, 2026 — training/scaffolding Upgradeables snapshot (exact-name-only); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 10.2 Semantic phase separation (recovered-adjacent-mechanism)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The exact scaffold name is recovered and its semantic-phase basis is deeply recovered. The procedure is a conservative normalization, not a claimed verbatim historical algorithm."
placeholder-suppression,T1-08,Placeholder Suppression,1.0.0,1.1.0,output;validation,sufficiently-recovered,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T1-08. Placeholder Suppression (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 5. January 5, 2026 — training/scaffolding Upgradeables snapshot (recovered-name); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 17. VERBATIM-COPY / FIDELITY WORKFLOW — EXAMPLE OF UPGRADEABLE COMPOSITION (recovered-finalization-context)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The source explicitly recovers representative marker classes and the resolve, omit, or explicitly label rule before final output."
power-mode,T4-07,POWER Mode,1.0.0,1.1.0,meta-control;planning-reasoning,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-07. POWER Mode (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 10.4 Multiverse / plan generation (recovered-adjacent-planning-mechanism),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The catalog explicitly recovers deeper planning, Multiverse, QMS, and Cosmic-level architecture work as POWER's purpose."
progressive-mode-shaping,T2-06,Progressive Mode Shaping,1.0.0,1.1.0,orchestration;planning-reasoning,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-06. Progressive Mode Shaping (current_consolidated_catalog),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Historical identity, purpose, and core behavior are recovered; v0.2 states the mechanism explicitly without claiming hidden capabilities."
reasoning-scale-controller,RS-00,Reasoning-Scale Controller,1.0.0,1.1.0,planning-reasoning;meta-control,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — PART V. REASONING-SCALE STACK (recovered-operational-stack); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (recovered-paper-author-context); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 10.5 Section / paragraph micro-scaffolding (deep-recovered-scale-use),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The six-level stack and most role boundaries are recovered. Nano is intentionally kept as a light intermediate because its detailed historical mechanics remain a named gap.
reasoning-throughput-governor,T4-13,Reasoning Throughput Governor,1.0.0,1.1.0,meta-control;planning-reasoning,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-13. Reasoning Throughput Governor (RTG) (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 9. BOUNDED EXIT — DEEPER HISTORICAL USE (recovered-adjacent-cost-control),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The recovered purpose explicitly balances speed, breadth, and validation. Queue and backpressure controls provide a concrete conservative mechanism for that distinct role."
reflectos,T2-12,Work Reflection Loop OS / ReflectOS,1.0.0,1.1.0,validation;editing-repair,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-12. WRL / ReflectOS (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — T2-12. WRL / ReflectOS (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — bounded WRL / ReflectOS (recovered_architectural_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The recovered five-step procedure and no-invention/state-update constraints are retained directly.
regenerative-rewrite,T2-03,Regenerative Rewrite,1.0.0,1.1.0,editing-repair,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-03. Regenerative Rewrite (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 11. Advanced architecture Upgradeables retained (recovered-a-10-cross-reference),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The T2-03 definition and A-10 cross-reference both support global rebuilding while preserving locked truth and constraints.
resonance,A-05,Resonance,1.0.0,1.1.0,orchestration;drift-control,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — A-05. Resonance (current_consolidated_catalog),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Historical identity, purpose, and core behavior are recovered; v0.2 states the mechanism explicitly without claiming hidden capabilities."
resonance-gene-builder,A-06,Resonance Gene Builder,1.0.0,1.1.0,meta-control;orchestration,strongly-derivable,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — A-06. Resonance Genes (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 11. Advanced architecture Upgradeables retained (recovered-name-and-placement); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 14. BEHAVIOR GENE + CORE SEPARATION — HISTORICAL GENESIS (deep-recovered-gene-schema-and-boundary),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The purpose and recurrence trigger are directly recovered. The coupling manifest is normalized from recovered Resonance and Behavior Gene boundaries.
risk-tier-scaling,T3-05,Risk-Tier Scaling,1.0.0,1.1.0,meta-control;validation,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-05. Risk-Tier Scaling (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (recovered-name-and-use); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 8.2 QMS-RTS — Risk-Tier-Split QMS (deep-recovered-tiered-evaluation),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Prior work explicitly used tiered risk logic and different evaluation depth, with stronger validators for high-risk work."
